DR_NO,Date Rptd,DATE OCC,TIME OCC,newdate,formatted_newdate,serialdate,day,month,year,weekday,time_text,time_serial,time,time,date_time,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
200905953,2/13/20 0:00,2/13/20 0:00,2325,02/13/2020,02/13/2020,43874,13,2,2020,Wed,0.975694444,23:25,11:25 PM,11:25 PM,02/13/2020 0.975694444444445,9,Van Nuys,964,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0334 0913 0444 1414 2000 1243,33,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,236,,,,4900    VAN NUYS                     BL,,34.1594,-118.4487
201507012,3/2/20 0:00,3/1/20 0:00,2140,03/02/2020,03/02/2020,43892,2,3,2020,Tue,0.902777778,21:40,9:40 PM,9:40 PM,03/02/2020 0.902777777777778,15,N Hollywood,1506,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 0408 1813 0400 0416 0451 2000,19,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236,,,,7300    VINELAND                     AV,,34.2027,-118.3745
200408339,4/29/20 0:00,4/29/20 0:00,1100,04/29/2020,04/29/2020,43950,29,4,2020,Thu,0.458333333,11:00,11:00 AM,11:00 AM,04/29/2020 0.458333333333333,4,Hollenbeck,449,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 1814 0448 0446 0419 1259 0913,16,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236,,,,2900    MARENGO                      ST,,34.0545,-118.1949
201905231,1/28/20 0:00,1/28/20 0:00,1730,01/28/2020,01/28/2020,43858,28,1,2020,Wed,0.729166667,17:30,5:30 PM,5:30 PM,01/28/2020 0.729166666666667,19,Mission,1903,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2033 2000 1814 0416 0913,44,F,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,236,,,,14400    OLIVE VIEW                   DR,,34.3271,-118.4498
201905307,1/30/20 0:00,1/30/20 0:00,1900,01/30/2020,01/30/2020,43860,30,1,2020,Sat,0.791666667,19:00,7:00 PM,7:00 PM,01/30/2020 0.791666666666667,19,Mission,1999,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 2000 0421 0416 1813,44,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236,310,,,7700    VENTURA CANYON               AV,,34.2106,-118.4287
202004023,1/1/20 0:00,1/1/20 0:00,130,01/01/2020,01/01/2020,43831,1,1,2020,Fri,0.0625,01:30,1:30 AM,1:30 AM,01/01/2020 0.0625,20,Olympic,2088,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 0416 0446 0445 0411 2000 1821 1241,37,M,H,501,SINGLE FAMILY DWELLING,200,KNIFE WITH BLADE 6INCHES OR LESS,AA,Adult Arrest,236,,,,1800    MENLO                        AV,,34.0411,-118.2906
200211304,6/13/20 0:00,6/13/20 0:00,2300,06/13/2020,06/13/2020,43995,13,6,2020,Sun,0.958333333,23:00,11:00 PM,11:00 PM,06/13/2020 0.958333333333333,2,Rampart,295,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 1813 0416 0446 0319 2002 2033 0913,33,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236,,,,1300    CONSTANCE                    ST,,34.0451,-118.2779
202004461,1/10/20 0:00,1/10/20 0:00,2140,01/10/2020,01/10/2020,43840,10,1,2020,Wed,0.902777778,21:40,9:40 PM,9:40 PM,01/10/2020 0.902777777777778,20,Olympic,2091,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 1814 0416 0446 1309 1310 0429 0418,21,F,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,236,,,,WESTERN,20TH                         ST,34.0389,-118.309
202004805,1/19/20 0:00,1/19/20 0:00,100,01/19/2020,01/19/2020,43849,19,1,2020,Mon,0.041666667,01:00,1:00 AM,1:00 AM,01/19/2020 0.0416666666666667,20,Olympic,2025,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 0416 1243 0419 0431 0432 1814,25,F,H,210,RESTAURANT/FAST FOOD,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236,,,,300 S  KENMORE                      AV,,34.0672,-118.2985
202004964,1/22/20 0:00,1/22/20 0:00,2200,01/22/2020,01/22/2020,43852,22,1,2020,Sun,0.916666667,22:00,10:00 PM,10:00 PM,01/22/2020 0.916666666666667,20,Olympic,2073,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 2000 1243 1813 2002 0416 0408 0448 0319,27,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,236,,,,2200    CAMBRIDGE                    ST,,34.0445,-118.3062
202005087,1/13/20 0:00,1/13/20 0:00,5,01/13/2020,01/13/2020,43843,13,1,2020,Thu,0.003472222,00:05,12:05 AM,12:05 AM,01/13/2020 0.00347222222222222,20,Olympic,2013,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0416 1814 1243 0913,27,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,236,,,,200 N  OXFORD                       AV,,34.075,-118.3079
200208876,4/12/20 0:00,4/12/20 0:00,320,04/12/2020,04/12/2020,43933,12,4,2020,Thu,0.138888889,03:20,3:20 AM,3:20 AM,04/12/2020 0.138888888888889,2,Rampart,203,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2060 2000 1813 0416 0400 0408 0443 0913 1218,46,F,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,236,,,,MONROE,MADISON,34.0857,-118.2892
201407750,3/5/20 0:00,3/5/20 0:00,115,03/05/2020,03/05/2020,43895,5,3,2020,Wed,0.052083333,01:15,1:15 AM,1:15 AM,03/05/2020 0.0520833333333333,14,Pacific,1445,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 1814 0416 2000,57,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,236,,,,12700    CASWELL                      AV,,33.9988,-118.436
202100542,1/23/20 0:00,1/23/20 0:00,2330,01/23/2020,01/23/2020,43853,23,1,2020,Mon,0.979166667,23:30,11:30 PM,11:30 PM,01/23/2020 0.979166666666667,21,Topanga,2158,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0408 1813 2000 0913,35,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,236,,,,6100    CANOGA                       AV,,34.1805,-118.5975
202104013,1/1/20 0:00,1/1/20 0:00,630,01/01/2020,01/01/2020,43831,1,1,2020,Tue,0.270833333,06:30,6:30 AM,6:30 AM,01/01/2020 0.270833333333333,21,Topanga,2155,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 0408 0417 1813 2000,22,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236,,,,6300    GLADE                        AV,,34.1848,-118.6077
202104239,1/6/20 0:00,1/6/20 0:00,600,01/06/2020,01/06/2020,43836,6,1,2020,Sun,0.25,06:00,6:00 AM,6:00 AM,01/06/2020 0.25,21,Topanga,2158,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 0334 2000 1814,38,M,B,122,"VEHICLE, PASSENGER/TRUCK",205,KITCHEN KNIFE,AA,Adult Arrest,236,,,,6300    DE SOTO                      AV,,34.1847,-118.5888
202104267,1/7/20 0:00,1/4/20 0:00,1800,01/07/2020,01/07/2020,43837,7,1,2020,Fri,0.75,18:00,6:00 PM,6:00 PM,01/07/2020 0.75,21,Topanga,2137,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 2000 0400 0416,21,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236,,,,7200    INDEPENDENCE                 AV,,34.2011,-118.5906
202104875,1/19/20 0:00,1/19/20 0:00,2205,01/19/2020,01/19/2020,43849,19,1,2020,Mon,0.920138889,22:05,10:05 PM,10:05 PM,01/19/2020 0.920138888888889,21,Topanga,2155,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 2000 0416,47,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236,,,,22100    ERWIN                        ST,,34.1829,-118.6077
202105120,1/24/20 0:00,1/24/20 0:00,1720,01/24/2020,01/24/2020,43854,24,1,2020,Thu,0.722222222,17:20,5:20 PM,5:20 PM,01/24/2020 0.722222222222222,21,Topanga,2125,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0329 0447 0416 1241 0913,40,M,H,203,OTHER BUSINESS,306,ROCK/THROWN OBJECT,AA,Adult Arrest,236,,,,21400    INGOMAR                      ST,,34.2119,-118.5975
201107627,3/23/20 0:00,3/23/20 0:00,30,03/23/2020,03/23/2020,43913,23,3,2020,Tue,0.020833333,00:30,12:30 AM,12:30 AM,03/23/2020 0.0208333333333333,11,Northeast,1129,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 1814 0913 0408 0416 0401,26,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,236,,,,600    SAN PASCUAL                  AV,,34.1172,-118.1738
201004956,1/23/20 0:00,1/23/20 0:00,800,01/23/2020,01/23/2020,43853,23,1,2020,Wed,0.333333333,08:00,8:00 AM,8:00 AM,01/23/2020 0.333333333333333,10,West Valley,1061,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,1309 1310 2038 2000 0913 1813,31,F,H,101,STREET,307,VEHICLE,AA,Adult Arrest,236,,,,TAMPA                        AV,TOPHAM                       ST,34.1687,-118.5579
201406803,2/18/20 0:00,2/18/20 0:00,105,02/18/2020,02/18/2020,43879,18,2,2020,Fri,0.045138889,01:05,1:05 AM,1:05 AM,02/18/2020 0.0451388888888889,14,Pacific,1457,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 0429 2000 0444 0400 0408 1813,49,F,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236,,,,4500    INGLEWOOD                    BL,,33.9949,-118.4178
201800549,2/5/20 0:00,2/5/20 0:00,2000,02/05/2020,02/05/2020,43866,5,2,2020,Thu,0.833333333,20:00,8:00 PM,8:00 PM,02/05/2020 0.833333333333333,18,Southeast,1864,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0416 0913 1814,34,F,B,102,SIDEWALK,308,STICK,AA,Adult Arrest,236,,,,800 E  IMPERIAL                     HY,,33.9309,-118.2603
200207389,3/6/20 0:00,3/6/20 0:00,1545,03/06/2020,03/06/2020,43896,6,3,2020,Tue,0.65625,15:45,3:45 PM,3:45 PM,03/06/2020 0.65625,2,Rampart,246,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 2000 0416 0446 0429 0445 1259 2004 1816 0906,16,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,236,,,,500 S  WESTLAKE                     AV,,34.0598,-118.2731
200205818,2/6/20 0:00,2/6/20 0:00,1210,02/06/2020,02/06/2020,43867,6,2,2020,Sat,0.506944444,12:10,12:10 PM,12:10 PM,02/06/2020 0.506944444444444,2,Rampart,217,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 1814 0510 0428 2004 0913,53,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236,,,,800 N  ALVARADO                     ST,,34.0747,-118.2653
200605274,1/28/20 0:00,1/26/20 0:00,1700,01/28/2020,01/28/2020,43858,28,1,2020,Sun,0.708333333,17:00,5:00 PM,5:00 PM,01/28/2020 0.708333333333333,6,Hollywood,648,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 2000 1813 1814 0400 0448 0408,36,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,236,,,,5400    CARLTON                      WY,,34.1005,-118.3071
201504844,1/18/20 0:00,1/18/20 0:00,1430,01/18/2020,01/18/2020,43848,18,1,2020,Sat,0.604166667,14:30,2:30 PM,2:30 PM,01/18/2020 0.604166666666667,15,N Hollywood,1525,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0400 1813 0913 0416 0408,42,M,O,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,236,,,,6200    RADFORD                      AV,,34.1831,-118.3921
200604863,1/19/20 0:00,1/19/20 0:00,1930,01/19/2020,01/19/2020,43849,19,1,2020,Wed,0.8125,19:30,7:30 PM,7:30 PM,01/19/2020 0.8125,6,Hollywood,638,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0400 0444 0408 1414 0913,27,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236,,,,1800 N  GRAMERCY                     PL,,34.1026,-118.3123
200205930,2/8/20 0:00,2/4/20 0:00,1700,02/08/2020,02/08/2020,43869,8,2,2020,Tue,0.708333333,17:00,5:00 PM,5:00 PM,02/08/2020 0.708333333333333,2,Rampart,265,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 0447 0407 2000 1813,32,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,236,,,,700 S  ALVARADO                     ST,,34.0565,-118.2768
201505381,1/29/20 0:00,1/28/20 0:00,2100,01/29/2020,01/29/2020,43859,29,1,2020,Wed,0.875,21:00,9:00 PM,9:00 PM,01/29/2020 0.875,15,N Hollywood,1543,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0416 0913 1814 1243 1414 0401,27,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236,,,,5200    HERMITAGE                    AV,,34.1649,-118.4003
201806422,2/11/20 0:00,2/11/20 0:00,500,02/11/2020,02/11/2020,43872,11,2,2020,Mon,0.208333333,05:00,5:00 AM,5:00 AM,02/11/2020 0.208333333333333,18,Southeast,1871,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,1309 0913 1218 2000 2004 0416 1821 1241,45,M,B,101,STREET,307,VEHICLE,IC,Invest Cont,236,,,,800 W  ROSECRANS                    AV,,33.9019,-118.2893
200804644,1/15/20 0:00,1/15/20 0:00,1445,01/15/2020,01/15/2020,43845,15,1,2020,Mon,0.614583333,14:45,2:45 PM,2:45 PM,01/15/2020 0.614583333333333,8,West LA,817,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,1814 0913 0410 2000 0400,31,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236,,,,900    HILGARD                      AV,,34.0617,-118.4446
202005153,1/27/20 0:00,1/25/20 0:00,2036,01/27/2020,01/27/2020,43857,27,1,2020,Sun,0.858333333,20:36,8:36 PM,8:36 PM,01/27/2020 0.858333333333333,20,Olympic,2044,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 1243 1813 2002 0444 0411 0334 0913,30,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",207,OTHER KNIFE,AA,Adult Arrest,236,,,,900 S  ARDMORE                      AV,,34.0559,-118.302
200405568,2/10/20 0:00,2/10/20 0:00,2020,02/10/2020,02/10/2020,43871,10,2,2020,Thu,0.847222222,20:20,8:20 PM,8:20 PM,02/10/2020 0.847222222222222,4,Hollenbeck,497,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 1814 2000 0400 0408,28,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,236,,,,1200    GLENNCROSS                   CT,,34.023,-118.208
201405882,2/2/20 0:00,2/2/20 0:00,1955,02/02/2020,02/02/2020,43863,2,2,2020,Sun,0.829861111,19:55,7:55 PM,7:55 PM,02/02/2020 0.829861111111111,14,Pacific,1406,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 1814 1206 2000 2033 0408 0400,32,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,236,,,,3800    MENTONE                      AV,,34.0198,-118.4049
201207132,2/13/20 0:00,2/13/20 0:00,1230,02/13/2020,02/13/2020,43874,13,2,2020,Tue,0.520833333,12:30,12:30 PM,12:30 PM,02/13/2020 0.520833333333333,12,77th Street,1203,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 0400 0416 0443 0448 0408 0319 0444 1813 2000,23,F,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,236,,,,WESTERN                      AV,51ST                         PL,33.996,-118.3089
200505648,2/9/20 0:00,2/9/20 0:00,1000,02/09/2020,02/09/2020,43870,9,2,2020,Fri,0.416666667,10:00,10:00 AM,10:00 AM,02/09/2020 0.416666666666667,5,Harbor,517,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 1813 0416 2000 0400 0408 1243,41,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,236,,,,1000    LAKME                        AV,,33.7831,-118.2596
201305118,1/21/20 0:00,1/21/20 0:00,1100,01/21/2020,01/21/2020,43851,21,1,2020,Fri,0.458333333,11:00,11:00 AM,11:00 AM,01/21/2020 0.458333333333333,13,Newton,1351,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 2000,48,M,H,501,SINGLE FAMILY DWELLING,510,SCALDING LIQUID,AA,Adult Arrest,236,,,,100 W  40TH                         PL,,34.0101,-118.274
201706748,2/28/20 0:00,2/27/20 0:00,300,02/28/2020,02/28/2020,43889,28,2,2020,Sun,0.125,03:00,3:00 AM,3:00 AM,02/28/2020 0.125,17,Devonshire,1749,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 1821 2000 1813 0444,53,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,236,,,,10600    HASKELL                      AV,,34.2631,-118.4761
201504815,1/17/20 0:00,1/17/20 0:00,745,01/17/2020,01/17/2020,43847,17,1,2020,Sun,0.322916667,07:45,7:45 AM,7:45 AM,01/17/2020 0.322916666666667,15,N Hollywood,1543,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,1402 2000 0408 0913 0417 0416 0419 0421 0401 1814,31,F,B,122,"VEHICLE, PASSENGER/TRUCK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236,998,,,5300    HERMITAGE                    AV,,34.1667,-118.4003
200705538,2/2/20 0:00,2/2/20 0:00,1255,02/02/2020,02/02/2020,43863,2,2,2020,Mon,0.538194444,12:55,12:55 PM,12:55 PM,02/02/2020 0.538194444444444,7,Wilshire,732,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0913,28,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236,,,,600 S  LA JOLLA                     AV,,34.0656,-118.3679
201300673,4/19/20 0:00,4/19/20 0:00,200,04/19/2020,04/19/2020,43940,19,4,2020,Sun,0.083333333,02:00,2:00 AM,2:00 AM,04/19/2020 0.0833333333333333,13,Newton,1364,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0913 0432 1813 1243 0419 1276,20,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,236,,,,4700 S  CENTRAL                      AV,,34.0008,-118.2565
201208307,3/2/20 0:00,2/28/20 0:00,2130,03/02/2020,03/02/2020,43892,2,3,2020,Tue,0.895833333,21:30,9:30 PM,9:30 PM,03/02/2020 0.895833333333333,12,77th Street,1263,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 1813 0913 0400 0408,43,F,B,122,"VEHICLE, PASSENGER/TRUCK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,236,,,,7900 S  HARVARD                      BL,,33.9673,-118.3068
201107027,3/8/20 0:00,3/7/20 0:00,2055,03/08/2020,03/08/2020,43898,8,3,2020,Sun,0.871527778,20:55,8:55 PM,8:55 PM,03/08/2020 0.871527777777778,11,Northeast,1151,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 1814 0913 0416 0447 2004 1218,49,F,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,236,,,,SUNSET                       BL,EDGEMONT,34.0982,-118.2961
200505153,1/28/20 0:00,1/26/20 0:00,1800,01/28/2020,01/28/2020,43858,28,1,2020,Fri,0.75,18:00,6:00 PM,6:00 PM,01/28/2020 0.75,5,Harbor,522,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 0408 2000 1814 1309,43,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,236,,,,800    MCDONALD                     AV,,33.7795,-118.2711
200606241,2/16/20 0:00,2/16/20 0:00,100,02/16/2020,02/16/2020,43877,16,2,2020,Tue,0.041666667,01:00,1:00 AM,1:00 AM,02/16/2020 0.0416666666666667,6,Hollywood,622,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0400 0408 0419 0913,20,F,B,519,SHORT-TERM VACATION RENTAL,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,236,,,,8000    ZEUS                         DR,,34.1136,-118.3695
200305854,1/31/20 0:00,1/31/20 0:00,1245,01/31/2020,01/31/2020,43861,31,1,2020,Fri,0.53125,12:45,12:45 PM,12:45 PM,01/31/2020 0.53125,3,Southwest,305,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0417 1307 0913 2000 1814 0329 0447 1300,49,M,B,104,DRIVEWAY,310,CONCRETE BLOCK/BRICK,AA,Adult Arrest,236,,,,2500 S  RIMPAU                       BL,,34.0333,-118.3469
200409857,6/16/20 0:00,6/16/20 0:00,1930,06/16/2020,06/16/2020,43998,16,6,2020,Sat,0.8125,19:30,7:30 PM,7:30 PM,06/16/2020 0.8125,4,Hollenbeck,473,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 1813 2000 0411,35,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",216,SCISSORS,IC,Invest Cont,236,,,,400 S  BREED                        ST,,34.0412,-118.213
200106655,2/7/20 0:00,2/7/20 0:00,1930,02/07/2020,02/07/2020,43868,7,2,2020,Wed,0.8125,19:30,7:30 PM,7:30 PM,02/07/2020 0.8125,1,Central,145,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,1414 0906 0416 1814 2001 0334 2004 1218 2000 0913,46,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,236,,,,4TH,LOS ANGELES,34.0478,-118.2462
201504524,1/11/20 0:00,1/11/20 0:00,1730,01/11/2020,01/11/2020,43841,11,1,2020,Sun,0.729166667,17:30,5:30 PM,5:30 PM,01/11/2020 0.729166666666667,15,N Hollywood,1549,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0400 0444 0408 0416 0913 1814 1243,21,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",212,BOTTLE,AA,Adult Arrest,236,,,,5400    TUJUNGA                      AV,,34.1689,-118.379
201904340,1/8/20 0:00,1/8/20 0:00,120,01/08/2020,01/08/2020,43838,8,1,2020,Mon,0.055555556,01:20,1:20 AM,1:20 AM,01/08/2020 0.0555555555555556,19,Mission,1913,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,1814 2000 0444 0416 0408 0913,42,M,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236,,,,14600    REX                          ST,,34.3088,-118.4532
200107286,2/16/20 0:00,2/16/20 0:00,1400,02/16/2020,02/16/2020,43877,16,2,2020,Mon,0.583333333,14:00,2:00 PM,2:00 PM,02/16/2020 0.583333333333333,1,Central,176,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,1218 0408 1414 0334 0416 0429 1814 2004 0913 2000,46,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,236,,,,7TH,WALL                         ST,34.0419,-118.2485
201206853,2/10/20 0:00,2/10/20 0:00,700,02/10/2020,02/10/2020,43871,10,2,2020,Sun,0.291666667,07:00,7:00 AM,7:00 AM,02/10/2020 0.291666666666667,12,77th Street,1252,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 2000 1813 0408 0419 0432 0429 1309 0448,22,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,236,,,,6700    6TH                          AV,,33.9782,-118.3236
